Id_aluno,Selecionado,Sexo,OrientacaoSexual,Idade,Raça-cor,Deficiência
7771,Sim,F,Bissexual,20,Branca,Não possuo
6420,Sim,M,Heterossexual,22,Não informada,Não possuo
6144,Não,F,Heterossexual,18,Branca,Não possuo
9283,Sim,F,Heterossexual,23,Parda,Não possuo
2562,Sim,F,Heterossexual,23,Parda,Não possuo
1772,Sim,F,Heterossexual,29,Branca,Não possuo
10327,Sim,F,Bissexual,20,Preta,Não possuo
8270,Não,M,Heterossexual,20,Branca,Não possuo
2513,Sim,F,Heterossexual,23,Amarela,Não possuo
9631,Sim,M,Heterossexual,22,Parda,Não possuo
6889,Sim,F,Heterossexual,24,Branca,Não possuo
11192,Sim,M,Heterossexual,22,Preta,Não possuo
12071,Sim,M,Heterossexual,26,Parda,Não possuo
7180,Não,M,Heterossexual,22,Parda,Não possuo
8840,Não,M,Heterossexual,22,Não informada,Não possuo
8400,Não,M,Heterossexual,19,Branca,Não possuo
13305,Sim,F,Heterossexual,22,Parda,Não possuo
5485,Sim,M,Heterossexual,23,Parda,Não possuo
8450,Não,F,Bissexual,21,Parda,Não possuo
8453,Sim,F,Bissexual,21,Parda,Não possuo
11127,Sim,F,Heterossexual,18,Branca,Não possuo
11841,Sim,M,Heterossexual,19,Branca,Não possuo
3423,Sim,M,Heterossexual,21,Preta,Não possuo
9217,Não,M,Homossexual,22,Branca,Deficiência Visual
10592,Sim,M,Heterossexual,19,Parda,Não possuo
15711,Sim,F,Bissexual,20,Parda,Não possuo
169,Sim,F,Heterossexual,40,Parda,Deficiência Física
5781,Sim,F,Bissexual,21,Branca,Não possuo
12634,Sim,M,Heterossexual,17,Parda,Não possuo
5414,Sim,M,Heterossexual,21,Branca,Não possuo
5474,Não,M,Bissexual,28,Preta,Não possuo
602,Não,F,Heterossexual,36,Parda,Não possuo
8908,Não,F,Bissexual,21,Branca,Não possuo
2512,Sim,F,Heterossexual,22,Branca,Não possuo
4353,Não,M,Outro,28,Branca,Não possuo
10447,Não,F,Heterossexual,19,Branca,Não possuo
2638,Não,M,Homossexual,27,Branca,Não possuo
6436,Não,M,Bissexual,24,Parda,Não possuo
10036,Não,M,Heterossexual,21,Parda,Não possuo
5003,Sim,F,Heterossexual,20,Branca,Não possuo
15122,Sim,M,Heterossexual,21,Parda,Não possuo
12650,Sim,F,Bissexual,19,Parda,Não possuo
7973,Sim,M,Heterossexual,48,Parda,Não possuo
1125,Sim,F,Bissexual,25,Não informada,Não possuo
1432,Sim,M,Homossexual,23,Parda,Não possuo
8758,Não,F,Bissexual,21,Branca,Não possuo
14672,Sim,M,Heterossexual,22,Branca,Não possuo
13197,Sim,M,Heterossexual,18,Parda,Não possuo
3807,Sim,F,Heterossexual,23,Branca,Não possuo
13507,Sim,F,Homossexual,20,Branca,Não possuo
689,Não,M,Homossexual,22,Branca,Não possuo
5105,Sim,M,Heterossexual,21,Branca,Não possuo
262,Sim,M,Heterossexual,20,Parda,Não possuo
7606,Sim,F,Bissexual,21,Branca,Não possuo
5622,Sim,F,Heterossexual,30,Não informada,Não possuo
2718,Sim,F,Bissexual,24,Preta,Não possuo
2520,Não,F,Heterossexual,18,Branca,Não possuo
11563,Sim,F,Bissexual,18,Branca,Não possuo
7811,Sim,M,Bissexual,23,Branca,Não possuo
6305,Não,M,Heterossexual,19,Parda,Não possuo
8559,Não,M,Bissexual,18,Branca,Não possuo
6491,Sim,M,Heterossexual,21,Parda,Não possuo
8991,Sim,F,Heterossexual,20,Branca,Não possuo
8516,Sim,M,Heterossexual,20,Branca,Não possuo
571,Sim,M,Heterossexual,25,Branca,Não possuo
15692,Sim,F,Bissexual,23,Branca,Não possuo
1531,Sim,M,Heterossexual,25,Branca,Não possuo
12036,Sim,M,Heterossexual,18,Parda,Não possuo
8784,Sim,M,Bissexual,20,Parda,Deficiência Visual
10401,Sim,F,Heterossexual,19,Preta,Não possuo
1293,Sim,M,Homossexual,24,Branca,Não possuo
7233,Sim,F,Heterossexual,21,Não informada,Não possuo
3491,Sim,F,Heterossexual,22,Branca,Não possuo
4922,Não,M,Heterossexual,22,Branca,Não possuo
9087,Não,F,Prefiro não responder,19,Branca,Não possuo
10373,Não,F,Heterossexual,21,Preta,Não possuo
7089,Não,M,Heterossexual,25,Parda,Não possuo
8171,Não,F,Bissexual,19,Branca,Não possuo
6597,Sim,M,Heterossexual,21,Preta,Não possuo
10545,Sim,M,Heterossexual,19,Parda,Não possuo
10109,Não,F,Bissexual,22,Parda,Não possuo
3951,Sim,M,Heterossexual,24,Branca,Não possuo
347,Não,F,Bissexual,27,Branca,Não possuo
11580,Sim,F,Heterossexual,20,Preta,Não possuo
5,Não,M,Heterossexual,31,Parda,Não possuo
3084,Sim,F,Heterossexual,22,Branca,Não possuo
5139,Sim,F,Prefiro não responder,22,Parda,Não possuo
8591,Sim,M,Pansexual,20,Branca,Não possuo
9760,Sim,F,Heterossexual,19,Branca,Não possuo
4311,Não,F,Heterossexual,20,Branca,Não possuo
5656,Sim,M,Prefiro não responder,21,Branca,Não possuo
1112,Sim,M,Heterossexual,26,Branca,Não possuo
8369,Sim,F,Bissexual,27,Branca,Não possuo
4438,Sim,F,Homossexual,22,Branca,Não possuo
5145,Sim,F,Pansexual,22,Parda,Não possuo
6925,Sim,M,Pansexual,22,Parda,Não possuo
6523,Sim,F,Heterossexual,21,Branca,Não possuo
6515,Sim,M,Homossexual,19,Branca,Não possuo
17977,Sim,F,Bissexual,20,Branca,Não possuo
2769,Não,M,Heterossexual,20,Branca,Não possuo
11246,Sim,F,Heterossexual,20,Branca,Não possuo
2156,Não,F,Homossexual,19,Branca,Deficiência Visual
4041,Sim,F,Heterossexual,37,Não informada,Não possuo
4879,Não,F,Heterossexual,24,Parda,Não possuo
5679,Sim,M,Heterossexual,20,Branca,Não possuo
941,Não,F,Heterossexual,20,Branca,Não possuo
609,Sim,M,Homossexual,26,Branca,Não possuo
8157,Não,F,Bissexual,22,Branca,Não possuo
7090,Não,F,Bissexual,26,Branca,Não possuo
2387,Sim,F,Heterossexual,22,Branca,Não possuo
8341,Sim,F,Heterossexual,23,Branca,Não possuo
10436,Não,M,Heterossexual,18,Branca,Não possuo
12888,Sim,F,Heterossexual,20,Branca,Não possuo
1382,Sim,M,Bissexual,24,Parda,Não possuo
11920,Sim,M,Heterossexual,21,Branca,Não possuo
12493,Sim,M,Heterossexual,18,Preta,Não possuo
2563,Sim,F,Heterossexual,23,Branca,Não possuo
5995,Sim,F,Bissexual,22,Branca,Não possuo
6978,Não,F,Homossexual,20,Preta,Não possuo
597,Não,F,Pansexual,18,Branca,Não possuo
10632,Não,F,Bissexual,19,Branca,Não possuo
7905,Sim,F,Pansexual,21,Preta,Não possuo
6565,Sim,F,Pansexual,21,Branca,Não possuo
7780,Sim,F,Heterossexual,20,Parda,Não possuo
797,Sim,M,Heterossexual,21,Branca,Não possuo
14921,Sim,F,Heterossexual,23,Branca,Não possuo
7981,Sim,F,Heterossexual,21,Parda,Não possuo
13089,Sim,F,Heterossexual,19,Branca,Não possuo
343,Não,F,Bissexual,28,Preta,Não possuo
551,Não,M,Homossexual,28,Parda,Não possuo
10368,Sim,M,Heterossexual,22,Branca,Não possuo
10754,Sim,M,Heterossexual,19,Branca,Não possuo
2248,Sim,F,Homossexual,27,Branca,Não possuo
11021,Não,F,Bissexual,22,Branca,Não possuo
5508,Sim,F,Bissexual,22,Parda,Não possuo
1781,Sim,F,Heterossexual,23,Branca,Não possuo
12518,Sim,F,Bissexual,18,Branca,Não possuo
9334,Sim,M,Heterossexual,20,Preta,Não possuo
11418,Sim,M,Homossexual,19,Branca,Não possuo
5892,Não,M,Heterossexual,18,Branca,Não possuo
3307,Sim,F,Bissexual,23,Parda,Não possuo
6510,Sim,F,Pansexual,18,Preta,Não possuo
8312,Não,F,Heterossexual,18,Branca,Não possuo
1875,Sim,M,Bissexual,24,Não informada,Não possuo
1018,Não,M,Heterossexual,23,Não informada,Não possuo
14034,Sim,M,Outro,27,Branca,Não possuo
12532,Sim,M,Homossexual,18,Branca,Não possuo
7920,Sim,M,Bissexual,20,Preta,Não possuo
10690,Sim,F,Heterossexual,19,Branca,Não possuo
11068,Sim,F,Pansexual,18,Parda,Não possuo
5742,Sim,F,Heterossexual,20,Parda,Não possuo
11450,Sim,M,Heterossexual,18,Branca,Não possuo
13355,Sim,F,Bissexual,18,Branca,Não possuo
12134,Sim,F,Heterossexual,20,Branca,Não possuo
12803,Sim,M,Prefiro não responder,19,Branca,Não possuo
10845,Não,F,Heterossexual,22,Branca,Não possuo
5036,Não,M,Heterossexual,20,Parda,Não possuo
2152,Sim,F,Bissexual,26,Branca,Não possuo
6582,Não,M,Heterossexual,23,Branca,Não possuo
4993,Sim,F,Heterossexual,21,Parda,Não possuo
13443,Sim,F,Prefiro não responder,19,Branca,Não possuo
2060,Não,M,Heterossexual,18,Parda,Não possuo
13312,Sim,F,Bissexual,19,Preta,Não possuo
3208,Sim,M,Heterossexual,26,Preta,Não possuo
648,Sim,F,Pansexual,25,Branca,Outro
6654,Sim,F,Heterossexual,21,Parda,Não possuo
7538,Sim,F,Heterossexual,20,Branca,Não possuo
6309,Sim,F,Prefiro não responder,23,Parda,Não possuo
13485,Sim,M,Heterossexual,21,Branca,Não possuo
7722,Sim,M,Heterossexual,22,Branca,Não possuo
6059,Não,F,Heterossexual,19,Branca,Não possuo
11063,Sim,F,Heterossexual,19,Parda,Não possuo
1274,Sim,M,Homossexual,26,Branca,TEA – Transtorno Espectro do Autismo
758,Sim,F,Bissexual,25,Preta,Não possuo
679,Sim,F,Heterossexual,29,Branca,Não possuo
8240,Não,F,Bissexual,23,Branca,Não possuo
4328,Não,F,Heterossexual,23,Branca,Não possuo
451,Sim,F,Heterossexual,38,Parda,Não possuo
8820,Sim,F,Bissexual,20,Branca,Não possuo
11769,Sim,F,Homossexual,29,Branca,TEA – Transtorno Espectro do Autismo
9740,Sim,F,Prefiro não responder,24,Branca,Não possuo
9790,Sim,F,Bissexual,22,Branca,Não possuo
3655,Sim,F,Bissexual,22,Branca,Não possuo
3885,Sim,M,Homossexual,25,Parda,Não possuo
1579,Sim,M,Prefiro não responder,27,Parda,Não possuo
10957,Sim,M,Heterossexual,18,Parda,Não possuo
13168,Sim,F,Heterossexual,18,Branca,Não possuo
12489,Sim,F,Heterossexual,19,Amarela,Não possuo
8883,Sim,M,Bissexual,19,Parda,Não possuo
7128,Sim,M,Heterossexual,28,Branca,Não possuo
8595,Não,M,Homossexual,19,Parda,Não possuo
5189,Não,F,Bissexual,18,Parda,Não possuo
1917,Sim,M,Bissexual,22,Não informada,Não possuo
2468,Sim,M,Heterossexual,22,Branca,Não possuo
7227,Sim,F,Bissexual,21,Não informada,Não possuo
9677,Sim,F,Heterossexual,21,Preta,Não possuo
7160,Sim,F,Heterossexual,20,Branca,Não possuo
1422,Sim,F,Heterossexual,24,Branca,Não possuo
13253,Sim,F,Heterossexual,19,Branca,Não possuo
7052,Sim,M,Heterossexual,21,Preta,Outro
1064,Sim,F,Bissexual,26,Não informada,Não possuo
1676,Não,M,Bissexual,20,Branca,Não possuo
7045,Não,M,Bissexual,19,Branca,Não possuo
2642,Não,F,Bissexual,23,Parda,Não possuo
523,Não,M,Bissexual,29,Branca,Não possuo
7575,Sim,M,Bissexual,20,Branca,Não possuo
7312,Não,F,Heterossexual,21,Parda,Não possuo
12231,Sim,F,Bissexual,19,Branca,Não possuo
7075,Não,F,Heterossexual,22,Branca,Não possuo
512,Não,F,Bissexual,28,Branca,Não possuo
8420,Sim,F,Heterossexual,21,Parda,Não possuo
5520,Sim,M,Homossexual,23,Parda,Não possuo
4280,Sim,F,Bissexual,20,Preta,Não possuo
1329,Não,F,Heterossexual,20,Parda,Não possuo
5991,Sim,F,Heterossexual,20,Branca,Não possuo
1191,Sim,F,Bissexual,24,Branca,Não possuo
2057,Não,F,Heterossexual,19,Preta,Não possuo
6105,Sim,F,Bissexual,22,Branca,Não possuo
12353,Sim,M,Heterossexual,18,Preta,Não possuo
499,Não,M,Heterossexual,33,Parda,Não possuo
5871,Sim,F,Heterossexual,23,Preta,Não possuo
5912,Sim,M,Pansexual,25,Branca,Não possuo
3014,Sim,M,Heterossexual,22,Preta,Não possuo
173,Sim,M,Heterossexual,29,Parda,Não possuo
3899,Sim,M,Heterossexual,23,Preta,Não possuo
6213,Não,F,Heterossexual,23,Branca,Não possuo
1194,Não,M,Heterossexual,23,Parda,Não possuo
10337,Sim,F,Heterossexual,26,Parda,Não possuo
2428,Sim,F,Heterossexual,25,Preta,Não possuo
3522,Não,F,Heterossexual,20,Amarela,Não possuo
58,Sim,M,Heterossexual,21,Branca,Não possuo
3470,Não,M,Heterossexual,23,Branca,Não possuo
11619,Sim,M,Homossexual,34,Branca,Não possuo
11925,Sim,F,Bissexual,32,Preta,Não possuo
2087,Não,M,Homossexual,21,Branca,Não possuo
125,Não,M,Heterossexual,43,Parda,Não possuo
4984,Sim,M,Homossexual,21,Preta,Não possuo
6269,Não,F,Heterossexual,22,Branca,Não possuo
12304,Sim,F,Bissexual,17,Não informada,Não possuo
418,Sim,M,Bissexual,27,Preta,Não possuo
10496,Sim,M,Heterossexual,18,Branca,Não possuo
3940,Não,F,Bissexual,19,Amarela,Não possuo
2405,Não,M,Bissexual,21,Branca,Não possuo
3172,Sim,F,Bissexual,24,Preta,Não possuo
7699,Não,F,Heterossexual,19,Preta,Não possuo
1899,Não,F,Heterossexual,19,Preta,Não possuo
8078,Não,F,Prefiro não responder,21,Branca,Não possuo
5855,Não,M,Heterossexual,20,Branca,Não possuo
12673,Sim,F,Heterossexual,21,Branca,Não possuo
4375,Não,M,Homossexual,19,Parda,Não possuo
2205,Sim,M,Bissexual,23,Branca,Não possuo
474,Não,F,Heterossexual,21,Parda,Não possuo
3524,Sim,M,Homossexual,22,Branca,Não possuo
6153,Sim,M,Heterossexual,21,Branca,Deficiência Visual
5695,Não,M,Heterossexual,21,Branca,Não possuo
8021,Sim,M,Heterossexual,20,Branca,Não possuo
4974,Sim,M,Heterossexual,28,Branca,Não possuo
13039,Sim,F,Homossexual,21,Branca,Não possuo
9411,Sim,M,Heterossexual,29,Não informada,Não possuo
11143,Sim,F,Heterossexual,18,Branca,Não possuo
5562,Sim,M,Bissexual,22,Preta,Não possuo
3119,Sim,F,Heterossexual,24,Parda,Não possuo
10256,Sim,M,Heterossexual,29,Branca,Não possuo
1367,Sim,F,Bissexual,27,Preta,Não possuo
1736,Não,F,Heterossexual,21,Branca,Não possuo
9050,Sim,M,Prefiro não responder,23,Parda,Não possuo
9989,Sim,F,Heterossexual,41,Branca,Outro
5233,Não,F,Bissexual,24,Parda,Não possuo
2646,Não,M,Heterossexual,23,Branca,Não possuo
6396,Sim,F,Bissexual,20,Preta,Não possuo
18271,Sim,F,Heterossexual,21,Parda,Não possuo
2121,Sim,M,Prefiro não responder,22,Preta,Não possuo
3769,Sim,F,Heterossexual,36,Parda,Não possuo
5374,Sim,M,Bissexual,21,Parda,Não possuo
8616,Sim,M,Bissexual,33,Branca,Não possuo
4114,Sim,M,Bissexual,22,Branca,Não possuo
4004,Não,F,Prefiro não responder,18,Branca,Não possuo
3116,Sim,F,Bissexual,23,Amarela,Não possuo
13415,Sim,F,Heterossexual,18,Parda,Não possuo
13424,Sim,M,Heterossexual,24,Branca,Não possuo
7121,Sim,M,Homossexual,19,Branca,Não possuo
11705,Sim,M,Heterossexual,27,Preta,Não possuo
784,Não,F,Bissexual,29,Branca,Não possuo
2240,Sim,F,Heterossexual,38,Parda,Não possuo
10424,Sim,F,Heterossexual,18,Branca,Não possuo
348,Não,M,Heterossexual,26,Preta,Não possuo
13315,Sim,F,Bissexual,19,Branca,Não possuo
1319,Sim,F,Bissexual,27,Branca,Não possuo
12563,Sim,M,Heterossexual,18,Branca,Não possuo
1239,Sim,M,Heterossexual,27,Não informada,Não possuo
2237,Sim,F,Heterossexual,22,Branca,Não possuo
7130,Sim,F,Heterossexual,23,Preta,Não possuo
5087,Não,F,Bissexual,21,Branca,Não possuo
9366,Sim,F,Heterossexual,20,Preta,Não possuo
7071,Não,F,Bissexual,21,Não informada,Não possuo
2412,Não,M,Heterossexual,29,Não informada,Não possuo
10211,Sim,M,Homossexual,20,Parda,Não possuo
7163,Sim,F,Heterossexual,20,Parda,Não possuo
5064,Sim,F,Heterossexual,18,Preta,Não possuo
11165,Sim,M,Heterossexual,18,Parda,Não possuo
6025,Sim,M,Heterossexual,19,Branca,Não possuo
1431,Sim,F,Heterossexual,22,Branca,Não possuo
4204,Não,M,Heterossexual,21,Branca,Não possuo
7542,Sim,F,Heterossexual,21,Branca,Não possuo
11078,Sim,F,Heterossexual,18,Branca,Não possuo
6271,Sim,F,Heterossexual,21,Parda,Não possuo
11166,Sim,M,Heterossexual,18,Amarela,Não possuo
8981,Não,F,Bissexual,22,Branca,Não possuo
979,Sim,M,Homossexual,26,Parda,Outro
6393,Sim,F,Heterossexual,19,Branca,Não possuo
6934,Sim,M,Heterossexual,21,Parda,Não possuo
147,Não,M,Homossexual,30,Parda,Não possuo
7078,Não,F,Heterossexual,20,Branca,Não possuo
5454,Sim,M,Heterossexual,21,Parda,Não possuo
7484,Sim,M,Bissexual,21,Branca,Não possuo
3457,Sim,M,Homossexual,23,Parda,Não possuo
6310,Sim,F,Bissexual,21,Branca,Não possuo
4985,Sim,M,Heterossexual,21,Parda,Não possuo
13074,Sim,M,Heterossexual,19,Branca,Não possuo
1538,Sim,F,Bissexual,26,Preta,Não possuo
3145,Não,M,Heterossexual,20,Não informada,Não possuo
1835,Não,M,Heterossexual,28,Branca,Não possuo
4695,Sim,M,Heterossexual,22,Branca,Não possuo
1894,Sim,M,Heterossexual,25,Branca,Não possuo
9515,Sim,F,Heterossexual,20,Branca,Não possuo
10509,Sim,M,Heterossexual,25,Preta,Não possuo
12275,Sim,F,Heterossexual,18,Branca,Não possuo
2605,Sim,M,Heterossexual,28,Parda,Não possuo
12574,Sim,M,Heterossexual,23,Parda,Não possuo
7565,Sim,F,Heterossexual,20,Preta,Não possuo
6768,Não,F,Heterossexual,18,Branca,Não possuo
3144,Não,M,Pansexual,20,Parda,Não possuo
7155,Sim,F,Bissexual,23,Branca,Não possuo
7323,Sim,F,Heterossexual,20,Não informada,Não possuo
2957,Sim,F,Heterossexual,23,Parda,Não possuo
4202,Sim,M,Heterossexual,21,Branca,Não possuo
7689,Não,F,Prefiro não responder,20,Branca,Não possuo
5783,Sim,F,Heterossexual,23,Branca,Não possuo
8876,Não,M,Pansexual,18,Branca,TEA – Transtorno Espectro do Autismo
2416,Não,M,Heterossexual,24,Parda,Não possuo
6038,Não,M,Heterossexual,20,Branca,Não possuo
7840,Não,M,Bissexual,28,Branca,Não possuo
11050,Sim,F,Heterossexual,19,Preta,Não possuo
11170,Sim,F,Prefiro não responder,20,Parda,Não possuo
1463,Sim,F,Heterossexual,39,Amarela,Não possuo
8189,Não,F,Heterossexual,23,Preta,Não possuo
3451,Sim,M,Bissexual,21,Branca,Não possuo
5008,Sim,M,Heterossexual,18,Branca,Não possuo
35,Sim,M,Homossexual,36,Parda,Deficiência Visual
12499,Sim,M,Heterossexual,20,Preta,Não possuo
7614,Sim,M,Heterossexual,19,Amarela,Não possuo
10779,Não,M,Heterossexual,48,Branca,Não possuo
7833,Não,M,Heterossexual,21,Parda,Não possuo
136,Não,F,Pansexual,25,Branca,Não possuo
3702,Não,M,Homossexual,19,Branca,Não possuo
5073,Não,M,Heterossexual,23,Branca,Não possuo
1936,Não,F,Heterossexual,23,Parda,Não possuo
10991,Sim,F,Bissexual,19,Branca,Não possuo
5118,Não,M,Bissexual,21,Branca,Não possuo
9258,Sim,M,Bissexual,24,Branca,Não possuo
10577,Sim,F,Bissexual,18,Branca,Não possuo
2643,Não,M,Heterossexual,23,Branca,Não possuo
7197,Sim,M,Heterossexual,22,Parda,Não possuo
12647,Sim,M,Homossexual,17,Parda,Não possuo
7989,Não,M,Bissexual,17,Branca,Não possuo
1564,Sim,F,Heterossexual,23,Preta,Não possuo
12028,Não,F,Bissexual,27,Branca,Não possuo
8437,Sim,M,Heterossexual,20,Branca,Não possuo
3931,Sim,M,Homossexual,23,Parda,Não possuo
9232,Não,M,Heterossexual,21,Parda,Não possuo
6877,Sim,M,Heterossexual,22,Parda,Não possuo
4752,Sim,M,Heterossexual,21,Parda,Não possuo
11064,Sim,F,Bissexual,23,Branca,Não possuo
15293,Sim,M,Heterossexual,26,Branca,Não possuo
2048,Não,F,Heterossexual,26,Branca,Não possuo
4575,Não,M,Bissexual,19,Branca,Não possuo
11808,Sim,M,Heterossexual,18,Branca,Não possuo
688,Não,F,Prefiro não responder,22,Branca,Deficiência Visual
7,Não,M,Heterossexual,22,Não informada,Outro
4348,Não,M,Heterossexual,27,Branca,Não possuo
6762,Sim,M,Heterossexual,20,Branca,Não possuo
8925,Sim,F,Bissexual,21,Preta,Não possuo
10004,Não,M,Pansexual,25,Branca,Não possuo
12729,Sim,M,Bissexual,20,Parda,Não possuo
6725,Sim,M,Heterossexual,23,Branca,Não possuo
7539,Sim,F,Bissexual,20,Branca,Não possuo
1727,Sim,F,Heterossexual,24,Parda,Não possuo
12969,Sim,F,Heterossexual,19,Parda,Não possuo
6013,Sim,F,Pansexual,21,Parda,Não possuo
4811,Sim,M,Homossexual,22,Parda,Não possuo
11897,Sim,F,Heterossexual,19,Parda,Não possuo
3324,Não,F,Heterossexual,19,Não informada,Não possuo
10309,Sim,M,Heterossexual,19,Parda,Não possuo
1442,Sim,F,Prefiro não responder,24,Não informada,Não possuo
601,Sim,F,Homossexual,24,Parda,Outro
1193,Não,F,Heterossexual,30,Branca,Não possuo
4447,Não,F,Prefiro não responder,21,Branca,Não possuo
5194,Sim,F,Heterossexual,23,Amarela,Não possuo
9057,Sim,F,Heterossexual,20,Parda,Não possuo
5775,Sim,M,Heterossexual,21,Parda,Não possuo
2001,Não,M,Bissexual,18,Branca,Não possuo
8998,Sim,F,Heterossexual,20,Branca,Não possuo
4220,Sim,M,Homossexual,21,Branca,Não possuo
2765,Sim,F,Prefiro não responder,22,Branca,Não possuo
1153,Sim,M,Bissexual,25,Branca,Não possuo
7039,Não,F,Heterossexual,24,Branca,Não possuo
4924,Sim,M,Heterossexual,24,Branca,Não possuo
4800,Sim,F,Heterossexual,22,Preta,Não possuo
8816,Não,M,Heterossexual,23,Branca,Não possuo
2277,Não,F,Prefiro não responder,18,Branca,Não possuo
9837,Não,F,Prefiro não responder,25,Parda,Não possuo
13375,Sim,F,Heterossexual,20,Branca,Não possuo
10953,Sim,M,Heterossexual,18,Preta,Não possuo
3561,Sim,M,Heterossexual,27,Parda,Não possuo
9018,Não,F,Heterossexual,23,Amarela,Não possuo
13064,Sim,F,Bissexual,23,Branca,Não possuo
6972,Sim,M,Heterossexual,21,Parda,Não possuo
11115,Sim,F,Heterossexual,26,Parda,Não possuo
9229,Sim,M,Heterossexual,19,Branca,Não possuo
6845,Sim,M,Heterossexual,21,Parda,Não possuo
4724,Não,F,Heterossexual,23,Branca,Não possuo
4968,Sim,F,Homossexual,21,Branca,Não possuo
7502,Sim,F,Bissexual,22,Branca,Não possuo
6313,Sim,F,Bissexual,20,Parda,Não possuo
9720,Não,F,Bissexual,20,Branca,Não possuo
10989,Sim,F,Bissexual,18,Branca,Não possuo
2334,Não,M,Bissexual,22,Branca,Não possuo
2657,Sim,F,Pansexual,23,Branca,Deficiência Mental/Intelectual
2089,Sim,F,Heterossexual,25,Branca,Não possuo
12462,Sim,F,Heterossexual,18,Branca,Não possuo
2043,Não,M,Heterossexual,18,Branca,Não possuo
6478,Não,F,Bissexual,22,Branca,Não possuo
6808,Não,F,Heterossexual,21,Branca,Não possuo
10210,Sim,M,Heterossexual,18,Parda,Não possuo
7932,Não,M,Heterossexual,20,Branca,Não possuo
2364,Não,F,Heterossexual,20,Branca,Não possuo
9543,Sim,F,Heterossexual,58,Parda,Não possuo
11803,Sim,M,Prefiro não responder,18,Parda,Não possuo
5080,Não,F,Heterossexual,23,Não informada,Não possuo
6016,Não,M,Heterossexual,21,Branca,Não possuo
11065,Não,M,Heterossexual,21,Branca,Não possuo
8010,Sim,F,Heterossexual,20,Amarela,Não possuo
13513,Sim,F,Heterossexual,18,Branca,Não possuo
3689,Não,M,Heterossexual,25,Parda,Não possuo
12928,Não,F,Bissexual,19,Amarela,Não possuo
8288,Não,M,Heterossexual,21,Branca,Não possuo
12414,Sim,M,Pansexual,18,Branca,Não possuo
8502,Sim,M,Heterossexual,22,Preta,Não possuo
13218,Sim,F,Heterossexual,19,Parda,Não possuo
8355,Sim,M,Pansexual,19,Preta,Não possuo
11484,Sim,M,Homossexual,18,Preta,Não possuo
1019,Sim,F,Heterossexual,26,Parda,Não possuo
7529,Sim,F,Heterossexual,21,Parda,Não possuo
5101,Não,F,Homossexual,22,Branca,Não possuo
2420,Não,F,Heterossexual,21,Preta,Não possuo
8402,Não,F,Heterossexual,23,Branca,Não possuo
888,Não,F,Heterossexual,25,Parda,Não possuo
10823,Sim,M,Heterossexual,34,Parda,Não possuo
3651,Não,M,Heterossexual,35,Parda,Não possuo
433,Sim,M,Bissexual,27,Branca,Não possuo
12782,Sim,M,Heterossexual,18,Parda,Não possuo
7991,Sim,F,Prefiro não responder,20,Branca,Não possuo
6636,Sim,F,Bissexual,24,Parda,Não possuo
175,Não,F,Heterossexual,47,Branca,Não possuo
8938,Não,F,Heterossexual,18,Branca,Não possuo
1126,Não,M,Bissexual,23,Branca,Não possuo
12243,Sim,M,Heterossexual,23,Preta,Não possuo
1378,Não,F,Prefiro não responder,24,Branca,Não possuo
12227,Sim,M,Prefiro não responder,18,Branca,Não possuo
11819,Sim,M,Heterossexual,20,Parda,Não possuo
6706,Sim,F,Heterossexual,20,Parda,Não possuo
112,Sim,F,Bissexual,30,Não informada,Não possuo
6138,Não,F,Bissexual,20,Branca,Não possuo
699,Não,M,Heterossexual,19,Branca,Não possuo
1966,Sim,F,Bissexual,24,Preta,Não possuo
10819,Sim,M,Heterossexual,22,Branca,Não possuo
68,Não,M,Homossexual,29,Preta,Não possuo
4580,Sim,M,Heterossexual,22,Parda,Não possuo
11231,Não,M,Bissexual,18,Parda,Não possuo
12511,Sim,F,Heterossexual,19,Branca,Não possuo
4972,Sim,F,Homossexual,26,Branca,Não possuo
3836,Sim,F,Heterossexual,25,Preta,Não possuo
2383,Sim,F,Heterossexual,22,Preta,Não possuo
9811,Não,M,Heterossexual,23,Branca,Não possuo
4893,Sim,F,Heterossexual,23,Parda,Não possuo
3243,Sim,M,Heterossexual,22,Branca,Não possuo
1783,Sim,F,Bissexual,24,Não informada,Não possuo
7363,Sim,M,Heterossexual,21,Parda,Não possuo
7814,Sim,M,Heterossexual,22,Branca,Não possuo
18215,Sim,M,Heterossexual,20,Parda,Não possuo
6522,Não,F,Heterossexual,18,Branca,Não possuo
2846,Não,M,Heterossexual,19,Amarela,Não possuo
5624,Não,F,Bissexual,19,Branca,Não possuo
12792,Sim,M,Heterossexual,19,Branca,Não possuo
11394,Sim,M,Heterossexual,18,Parda,Não possuo
12258,Sim,F,Bissexual,18,Branca,Não possuo
7384,Sim,M,Heterossexual,23,Parda,Não possuo
2507,Sim,M,Prefiro não responder,22,Branca,Não possuo
7584,Não,F,Bissexual,19,Branca,Não possuo
2498,Sim,F,Heterossexual,23,Branca,Não possuo
8891,Não,F,Bissexual,19,Branca,Não possuo
5377,Sim,M,Heterossexual,23,Parda,Não possuo
2189,Sim,M,Heterossexual,26,Parda,Outro
3538,Não,F,Bissexual,21,Branca,Não possuo
3168,Não,F,Bissexual,23,Branca,Não possuo
7531,Sim,M,Prefiro não responder,22,Preta,Não possuo
5934,Sim,F,Bissexual,21,Parda,Não possuo
