Id_aluno,Selecionado,Sexo,OrientacaoSexual,Idade,Raça-cor,Deficiência
6602,Sim,M,Homossexual,23,Parda,Não possuo
7248,Sim,M,Bissexual,21,Não informada,Não possuo
8343,Sim,M,Homossexual,21,Parda,Não possuo
6613,Sim,F,Bissexual,23,Preta,Não possuo
3726,Sim,F,Heterossexual,27,Parda,Não possuo
3327,Sim,F,Heterossexual,23,Parda,Não possuo
7451,Sim,F,Heterossexual,20,Parda,Não possuo
3461,Não,M,Heterossexual,23,Preta,Não possuo
10114,Sim,F,Bissexual,23,Preta,Não possuo
843,Sim,M,Heterossexual,38,Não informada,Não possuo
6593,Sim,M,Prefiro não responder,20,Não informada,Não possuo
566,Não,M,Heterossexual,19,Parda,Não possuo
3959,Sim,F,Heterossexual,22,Parda,Deficiência Visual
11084,Sim,F,Heterossexual,18,Branca,Não possuo
13323,Não,M,Heterossexual,19,Branca,Não possuo
17014,Sim,M,Heterossexual,23,Não informada,Não possuo
6177,Sim,M,Heterossexual,22,Parda,Não possuo
965,Sim,M,Heterossexual,26,Branca,Não possuo
11187,Não,F,Heterossexual,18,Preta,Não possuo
12011,Sim,F,Heterossexual,18,Branca,Não possuo
2935,Não,F,Heterossexual,22,Branca,Não possuo
3943,Sim,M,Prefiro não responder,22,Branca,Não possuo
10613,Sim,F,Heterossexual,39,Preta,Não possuo
5055,Sim,F,Bissexual,21,Parda,Não possuo
10649,Não,F,Heterossexual,27,Branca,Não possuo
1465,Sim,M,Heterossexual,27,Parda,Não possuo
8679,Não,F,Pansexual,21,Branca,Não possuo
4830,Sim,F,Heterossexual,22,Parda,Não possuo
6000,Sim,M,Homossexual,20,Branca,Não possuo
6982,Sim,M,Heterossexual,19,Branca,TEA – Transtorno Espectro do Autismo
7769,Não,F,Bissexual,22,Branca,Não possuo
915,Sim,M,Homossexual,23,Branca,Não possuo
11057,Sim,F,Bissexual,19,Branca,Não possuo
12457,Sim,M,Heterossexual,18,Branca,Não possuo
8752,Sim,F,Prefiro não responder,19,Branca,Não possuo
14373,Sim,M,Heterossexual,23,Branca,Não possuo
11405,Sim,F,Bissexual,20,Preta,Não possuo
17151,Sim,F,Heterossexual,20,Preta,Não possuo
7305,Não,M,Heterossexual,18,Preta,Não possuo
9991,Não,F,Heterossexual,22,Preta,Não possuo
7708,Sim,M,Heterossexual,20,Branca,Não possuo
8310,Não,M,Heterossexual,20,Branca,Não possuo
4315,Não,F,Heterossexual,19,Amarela,Não possuo
8060,Não,F,Heterossexual,24,Branca,Não possuo
3646,Não,F,Heterossexual,24,Preta,Não possuo
5731,Não,F,Heterossexual,21,Branca,Não possuo
4503,Não,F,Bissexual,23,Branca,Não possuo
717,Não,F,Homossexual,21,Branca,Não possuo
744,Sim,F,Bissexual,25,Branca,Não possuo
892,Não,F,Bissexual,26,Parda,Não possuo
2754,Não,F,Heterossexual,22,Branca,Não possuo
5945,Sim,M,Heterossexual,20,Branca,Não possuo
70,Não,M,Bissexual,29,Parda,Não possuo
13311,Sim,M,Bissexual,22,Amarela,Não possuo
11537,Sim,F,Bissexual,18,Branca,Não possuo
124,Sim,F,Heterossexual,56,Parda,Outro
2378,Sim,M,Heterossexual,22,Branca,Outro
1077,Não,F,Heterossexual,21,Branca,Não possuo
7256,Não,M,Bissexual,19,Branca,Não possuo
12087,Não,M,Homossexual,23,Branca,Não possuo
3758,Sim,M,Homossexual,23,Branca,Não possuo
10567,Não,F,Prefiro não responder,19,Parda,Não possuo
6730,Sim,M,Heterossexual,22,Branca,Não possuo
9508,Não,F,Homossexual,23,Branca,Não possuo
3739,Sim,F,Bissexual,27,Branca,Não possuo
7693,Sim,F,Bissexual,21,Branca,Não possuo
3270,Sim,F,Pansexual,24,Parda,Não possuo
5769,Sim,M,Heterossexual,24,Parda,Não possuo
10562,Sim,F,Heterossexual,20,Branca,Não possuo
1732,Sim,M,Heterossexual,23,Branca,Não possuo
15400,Sim,F,Bissexual,23,Branca,Não possuo
1448,Não,F,Bissexual,28,Branca,Não possuo
5426,Não,M,Heterossexual,29,Parda,Não possuo
5492,Sim,F,Heterossexual,22,Branca,Não possuo
9095,Sim,M,Heterossexual,20,Amarela,Não possuo
7726,Não,F,Bissexual,24,Branca,Não possuo
5531,Sim,M,Bissexual,19,Branca,Não possuo
4330,Sim,F,Heterossexual,23,Branca,Não possuo
489,Não,F,Heterossexual,18,Parda,Não possuo
8853,Sim,F,Heterossexual,22,Branca,Não possuo
753,Sim,M,Heterossexual,25,Branca,Não possuo
3226,Não,F,Heterossexual,19,Branca,Não possuo
6262,Sim,F,Heterossexual,21,Parda,Não possuo
1356,Não,F,Bissexual,29,Parda,TEA – Transtorno Espectro do Autismo
3549,Não,M,Heterossexual,21,Parda,Não possuo
8897,Não,F,Heterossexual,22,Branca,Não possuo
5876,Sim,F,Bissexual,23,Preta,Não possuo
3185,Sim,M,Homossexual,22,Parda,Não possuo
3417,Sim,F,Homossexual,22,Não informada,Não possuo
4257,Não,M,Bissexual,18,Branca,Não possuo
14597,Sim,F,Bissexual,21,Branca,Não possuo
5120,Não,F,Bissexual,18,Branca,Não possuo
5311,Sim,M,Heterossexual,20,Branca,Não possuo
8765,Não,M,Pansexual,22,Branca,TEA – Transtorno Espectro do Autismo
6531,Sim,M,Heterossexual,25,Parda,Não possuo
4314,Não,M,Heterossexual,23,Branca,Não possuo
8169,Não,M,Heterossexual,18,Branca,Não possuo
5846,Sim,M,Heterossexual,20,Branca,Não possuo
4061,Não,F,Heterossexual,19,Amarela,Não possuo
756,Não,M,Bissexual,27,Parda,Não possuo
5198,Sim,M,Heterossexual,22,Branca,Não possuo
9387,Sim,M,Bissexual,19,Parda,Não possuo
1224,Não,F,Heterossexual,23,Parda,Não possuo
159,Sim,F,Outro,36,Parda,Não possuo
17679,Sim,F,Bissexual,19,Branca,Não possuo
8399,Não,F,Heterossexual,20,Não informada,Não possuo
7433,Sim,F,Bissexual,20,Preta,Não possuo
804,Sim,F,Heterossexual,24,Branca,Não possuo
6994,Sim,F,Bissexual,21,Parda,Não possuo
17717,Sim,F,Heterossexual,26,Parda,Não possuo
7808,Sim,F,Heterossexual,21,Branca,Não possuo
7464,Sim,M,Heterossexual,23,Parda,Não possuo
2000,Não,F,Heterossexual,21,Parda,Não possuo
12483,Sim,F,Heterossexual,20,Branca,Não possuo
1379,Sim,F,Heterossexual,25,Não informada,Não possuo
4080,Sim,M,Heterossexual,24,Preta,Não possuo
1666,Não,M,Heterossexual,21,Branca,Não possuo
2603,Não,F,Heterossexual,27,Preta,Não possuo
7026,Sim,F,Prefiro não responder,21,Parda,Não possuo
3614,Sim,M,Homossexual,22,Preta,Não possuo
7473,Sim,M,Heterossexual,24,Branca,Não possuo
18493,Sim,M,Heterossexual,21,Parda,Deficiência Visual
1306,Sim,M,Heterossexual,26,Parda,Não possuo
7242,Não,F,Heterossexual,24,Branca,Não possuo
9532,Sim,F,Bissexual,18,Branca,Não possuo
6696,Sim,F,Heterossexual,23,Parda,Não possuo
668,Sim,M,Heterossexual,28,Não informada,Não possuo
3055,Não,F,Heterossexual,21,Branca,Não possuo
4231,Não,F,Homossexual,28,Branca,Não possuo
8307,Sim,M,Homossexual,20,Preta,Não possuo
3724,Sim,M,Heterossexual,29,Preta,Não possuo
2168,Não,M,Heterossexual,21,Parda,Não possuo
4735,Sim,M,Bissexual,21,Branca,Outro
5983,Não,F,Bissexual,20,Branca,Não possuo
5436,Não,F,Bissexual,21,Branca,Não possuo
7377,Sim,M,Heterossexual,20,Parda,Não possuo
1813,Não,F,Heterossexual,21,Branca,Não possuo
9494,Sim,M,Heterossexual,19,Branca,Não possuo
4852,Sim,M,Heterossexual,26,Parda,Não possuo
10597,Sim,M,Heterossexual,18,Parda,Não possuo
9185,Sim,M,Heterossexual,20,Branca,Não possuo
3410,Sim,F,Homossexual,24,Parda,Não possuo
5041,Não,F,Bissexual,18,Branca,Não possuo
7493,Sim,M,Heterossexual,20,Branca,Não possuo
8713,Sim,M,Heterossexual,19,Preta,Não possuo
10493,Sim,M,Heterossexual,18,Branca,Não possuo
7834,Não,M,Heterossexual,19,Branca,Não possuo
9099,Sim,M,Heterossexual,23,Branca,Não possuo
11111,Sim,F,Pansexual,19,Branca,Não possuo
4422,Não,F,Heterossexual,24,Parda,Não possuo
4618,Não,M,Heterossexual,23,Branca,Não possuo
3921,Sim,M,Bissexual,21,Branca,Não possuo
283,Não,F,Heterossexual,19,Branca,Não possuo
2010,Sim,F,Bissexual,23,Parda,Não possuo
10701,Não,F,Bissexual,18,Branca,Não possuo
1669,Sim,M,Heterossexual,29,Parda,Não possuo
2921,Não,F,Heterossexual,20,Branca,Não possuo
7036,Sim,F,Bissexual,20,Branca,Não possuo
4215,Sim,F,Heterossexual,22,Parda,Não possuo
3690,Sim,F,Heterossexual,24,Parda,Não possuo
4833,Sim,M,Heterossexual,20,Preta,Não possuo
11630,Não,M,Heterossexual,23,Parda,Não possuo
12616,Sim,M,Homossexual,18,Preta,Não possuo
9089,Não,F,Heterossexual,21,Branca,Não possuo
8738,Não,F,Bissexual,22,Parda,Não possuo
7264,Sim,M,Bissexual,20,Não informada,Não possuo
12558,Sim,M,Bissexual,22,Parda,Não possuo
2064,Não,M,Heterossexual,31,Branca,Não possuo
12456,Sim,F,Heterossexual,18,Parda,Não possuo
11335,Não,M,Homossexual,18,Branca,Não possuo
4617,Sim,M,Bissexual,21,Branca,Não possuo
2002,Não,M,Bissexual,25,Preta,Não possuo
9647,Sim,F,Bissexual,19,Parda,Não possuo
6099,Sim,M,Bissexual,21,Parda,Não possuo
3884,Não,M,Heterossexual,28,Amarela,Não possuo
11952,Sim,F,Heterossexual,23,Branca,Não possuo
9288,Não,F,Heterossexual,19,Branca,Não possuo
11651,Sim,M,Heterossexual,19,Branca,Não possuo
4791,Sim,F,Homossexual,21,Preta,Não possuo
3749,Não,F,Heterossexual,26,Preta,Não possuo
14059,Sim,M,Homossexual,23,Branca,Não possuo
1097,Sim,M,Prefiro não responder,27,Branca,Não possuo
8787,Sim,M,Heterossexual,20,Branca,Deficiência Visual
5229,Sim,F,Bissexual,22,Branca,Não possuo
11945,Sim,F,Heterossexual,21,Branca,Não possuo
5567,Não,M,Bissexual,19,Parda,Não possuo
3952,Não,M,Heterossexual,21,Branca,Não possuo
6338,Sim,F,Prefiro não responder,20,Parda,Não possuo
10979,Não,M,Heterossexual,36,Parda,Não possuo
8138,Sim,F,Bissexual,19,Parda,Não possuo
4875,Sim,F,Bissexual,20,Branca,Não possuo
10017,Sim,M,Homossexual,21,Parda,Não possuo
2900,Sim,M,Homossexual,24,Branca,Não possuo
2326,Sim,M,Homossexual,27,Branca,Não possuo
265,Não,F,Heterossexual,57,Parda,Não possuo
9410,Sim,M,Homossexual,25,Parda,Não possuo
8557,Não,F,Heterossexual,21,Branca,Não possuo
5577,Sim,M,Heterossexual,21,Amarela,Não possuo
6233,Sim,F,Heterossexual,20,Branca,Não possuo
10091,Sim,F,Heterossexual,19,Preta,Não possuo
11119,Sim,F,Heterossexual,19,Parda,Não possuo
429,Não,M,Homossexual,25,Parda,Não possuo
2199,Não,M,Prefiro não responder,21,Branca,Não possuo
6715,Não,M,Heterossexual,39,Branca,Não possuo
2627,Não,M,Heterossexual,52,Branca,Não possuo
2994,Sim,F,Bissexual,25,Parda,Não possuo
8652,Sim,F,Bissexual,20,Branca,Não possuo
1294,Sim,M,Homossexual,23,Branca,Não possuo
2297,Não,F,Bissexual,21,Não informada,Não possuo
3498,Não,M,Heterossexual,19,Preta,Não possuo
8422,Sim,F,Heterossexual,20,Preta,Não possuo
9746,Não,F,Heterossexual,20,Branca,Não possuo
12426,Sim,M,Heterossexual,18,Branca,Não possuo
3981,Sim,F,Heterossexual,23,Parda,Não possuo
2238,Sim,F,Heterossexual,22,Não informada,Não possuo
3953,Sim,F,Heterossexual,21,Parda,Não possuo
6530,Sim,F,Heterossexual,20,Branca,Não possuo
6007,Sim,F,Heterossexual,20,Parda,Não possuo
10565,Não,F,Bissexual,20,Branca,Não possuo
12661,Sim,M,Heterossexual,19,Branca,Não possuo
2245,Sim,F,Homossexual,36,Indígena,Não possuo
10992,Sim,F,Heterossexual,18,Branca,Não possuo
13235,Sim,M,Heterossexual,19,Parda,Não possuo
1825,Não,F,Heterossexual,20,Parda,Não possuo
10725,Sim,M,Heterossexual,18,Branca,Não possuo
441,Não,M,Bissexual,32,Branca,Não possuo
8931,Não,F,Bissexual,20,Amarela,Não possuo
10325,Sim,F,Heterossexual,23,Parda,Não possuo
6094,Sim,M,Heterossexual,23,Branca,Não possuo
8294,Sim,F,Heterossexual,20,Parda,Não possuo
7724,Não,M,Heterossexual,62,Branca,Não possuo
5249,Sim,F,Prefiro não responder,20,Parda,Não possuo
218,Sim,M,Heterossexual,56,Branca,Não possuo
12412,Sim,M,Prefiro não responder,19,Branca,Não possuo
9460,Não,F,Heterossexual,25,Parda,Não possuo
11499,Sim,F,Bissexual,21,Branca,Não possuo
2757,Sim,M,Heterossexual,24,Branca,Não possuo
11656,Sim,M,Homossexual,18,Parda,Não possuo
8389,Não,M,Prefiro não responder,24,Não informada,Não possuo
8150,Sim,M,Heterossexual,22,Branca,Não possuo
9275,Sim,F,Bissexual,19,Branca,Não possuo
5341,Não,F,Heterossexual,21,Branca,Não possuo
1333,Não,F,Heterossexual,34,Branca,Não possuo
4391,Não,M,Heterossexual,27,Branca,Não possuo
2328,Sim,M,Homossexual,26,Branca,Não possuo
10482,Não,M,Bissexual,20,Branca,Não possuo
13505,Sim,F,Bissexual,28,Branca,Não possuo
17659,Sim,M,Heterossexual,18,Parda,Não possuo
5383,Não,M,Heterossexual,20,Não informada,Não possuo
4959,Não,F,Bissexual,19,Branca,Não possuo
6521,Não,M,Heterossexual,21,Branca,Não possuo
1002,Sim,F,Heterossexual,25,Preta,Não possuo
3533,Sim,M,Heterossexual,23,Branca,Não possuo
650,Não,F,Heterossexual,18,Branca,Não possuo
5361,Sim,F,Bissexual,21,Parda,Não possuo
4229,Não,F,Pansexual,23,Preta,Não possuo
5833,Sim,M,Bissexual,22,Branca,Não possuo
7482,Sim,F,Homossexual,20,Branca,Não possuo
11807,Sim,M,Bissexual,18,Branca,Não possuo
11633,Sim,M,Heterossexual,19,Parda,Não possuo
11593,Sim,F,Heterossexual,20,Branca,Não possuo
3821,Sim,M,Heterossexual,26,Branca,Não possuo
4406,Sim,M,Heterossexual,29,Branca,Deficiência Mental/Intelectual
5849,Não,F,Bissexual,18,Branca,Não possuo
11875,Não,M,Bissexual,21,Branca,Não possuo
2745,Sim,F,Heterossexual,27,Parda,Não possuo
5182,Sim,M,Homossexual,23,Branca,Não possuo
290,Sim,F,Heterossexual,28,Parda,Não possuo
6056,Não,F,Heterossexual,19,Branca,Não possuo
9828,Sim,F,Heterossexual,20,Preta,Não possuo
9158,Sim,M,Heterossexual,19,Branca,Não possuo
985,Sim,M,Heterossexual,24,Parda,Não possuo
11031,Não,M,Heterossexual,19,Parda,Não possuo
2560,Sim,F,Heterossexual,22,Parda,Não possuo
6006,Não,F,Heterossexual,24,Branca,Não possuo
372,Não,M,Prefiro não responder,19,Parda,Não possuo
8327,Não,F,Heterossexual,21,Branca,Não possuo
10964,Sim,F,Heterossexual,19,Parda,Não possuo
1037,Sim,M,Heterossexual,27,Branca,Não possuo
417,Sim,M,Heterossexual,29,Branca,Não possuo
4088,Sim,M,Homossexual,27,Preta,Não possuo
763,Não,M,Heterossexual,22,Parda,Não possuo
14193,Sim,F,Bissexual,24,Parda,Não possuo
3819,Sim,M,Homossexual,24,Branca,Não possuo
11523,Não,M,Heterossexual,20,Branca,Não possuo
5557,Não,F,Heterossexual,21,Branca,Não possuo
1128,Sim,M,Prefiro não responder,26,Branca,Não possuo
1056,Sim,M,Heterossexual,25,Parda,Não possuo
5863,Sim,F,Bissexual,20,Branca,Não possuo
11720,Sim,F,Heterossexual,18,Branca,Não possuo
7170,Sim,M,Prefiro não responder,20,Branca,Não possuo
2301,Não,M,Bissexual,21,Parda,Não possuo
3664,Sim,F,Bissexual,26,Branca,Não possuo
7612,Sim,F,Heterossexual,24,Amarela,Não possuo
7383,Sim,M,Heterossexual,25,Parda,Não possuo
2408,Não,F,Heterossexual,33,Parda,Não possuo
18791,Sim,F,Heterossexual,19,Branca,Não possuo
5307,Sim,F,Bissexual,21,Preta,Não possuo
2997,Sim,F,Heterossexual,22,Parda,Não possuo
11419,Sim,F,Bissexual,22,Parda,Não possuo
5593,Não,F,Homossexual,22,Amarela,Não possuo
6935,Sim,F,Heterossexual,20,Parda,Não possuo
6498,Sim,F,Heterossexual,19,Branca,Não possuo
167,Não,F,Pansexual,22,Amarela,Não possuo
6945,Sim,M,Heterossexual,20,Branca,Não possuo
4468,Não,F,Prefiro não responder,20,Preta,Não possuo
9058,Não,M,Heterossexual,20,Branca,Não possuo
9017,Não,F,Prefiro não responder,21,Branca,Não possuo
7844,Não,F,Bissexual,20,Branca,Não possuo
713,Não,F,Heterossexual,20,Parda,Não possuo
9648,Não,M,Heterossexual,20,Não informada,Não possuo
2077,Não,M,Pansexual,23,Parda,Não possuo
6939,Sim,F,Heterossexual,22,Parda,Não possuo
6625,Sim,F,Pansexual,20,Não informada,Não possuo
2899,Sim,F,Bissexual,23,Parda,Não possuo
56,Não,F,Pansexual,29,Parda,Deficiência Mental/Intelectual
8485,Sim,F,Heterossexual,24,Parda,Não possuo
2341,Não,M,Heterossexual,18,Branca,Não possuo
10840,Sim,M,Heterossexual,23,Preta,Não possuo
11679,Sim,M,Heterossexual,23,Branca,Não possuo
8712,Não,F,Heterossexual,21,Branca,Não possuo
2509,Sim,F,Bissexual,24,Parda,Não possuo
1348,Sim,F,Heterossexual,24,Parda,Não possuo
5613,Não,F,Heterossexual,21,Preta,Não possuo
4016,Não,F,Heterossexual,19,Parda,Não possuo
2986,Sim,M,Heterossexual,28,Branca,Não possuo
4182,Não,M,Heterossexual,25,Branca,Não possuo
12214,Sim,F,Heterossexual,19,Branca,Não possuo
2858,Sim,M,Homossexual,27,Parda,Não possuo
13525,Sim,F,Prefiro não responder,19,Parda,Não possuo
2847,Sim,F,Bissexual,22,Branca,Não possuo
1328,Sim,M,Heterossexual,20,Branca,Não possuo
7246,Sim,F,Heterossexual,20,Branca,Não possuo
10360,Sim,M,Heterossexual,27,Branca,Não possuo
1754,Sim,F,Heterossexual,24,Parda,Não possuo
13401,Sim,F,Heterossexual,18,Branca,Não possuo
12337,Sim,F,Heterossexual,18,Parda,Não possuo
7756,Sim,M,Heterossexual,19,Parda,Não possuo
2540,Não,M,Heterossexual,23,Parda,Não possuo
10702,Não,M,Heterossexual,19,Branca,Não possuo
13094,Sim,F,Heterossexual,21,Parda,Não possuo
680,Não,F,Bissexual,20,Branca,Não possuo
4278,Não,F,Heterossexual,18,Branca,Não possuo
13220,Sim,M,Heterossexual,21,Branca,Não possuo
6394,Sim,F,Heterossexual,19,Branca,Não possuo
461,Não,F,Pansexual,18,Branca,Não possuo
10924,Sim,M,Homossexual,29,Preta,Não possuo
616,Sim,M,Heterossexual,28,Branca,Não possuo
8416,Sim,F,Heterossexual,20,Preta,Não possuo
1514,Sim,M,Heterossexual,26,Parda,Não possuo
6090,Sim,M,Heterossexual,20,Branca,Não possuo
4976,Não,F,Homossexual,27,Branca,TEA – Transtorno Espectro do Autismo
11876,Sim,M,Heterossexual,20,Preta,Não possuo
2553,Não,F,Heterossexual,19,Branca,Não possuo
7766,Não,F,Heterossexual,25,Branca,Não possuo
3996,Não,F,Heterossexual,27,Branca,Não possuo
8600,Não,F,Heterossexual,20,Branca,Não possuo
6046,Sim,F,Bissexual,20,Preta,Não possuo
2744,Sim,F,Bissexual,23,Preta,Não possuo
6866,Não,F,Prefiro não responder,23,Branca,Não possuo
5738,Não,F,Bissexual,21,Branca,Não possuo
4572,Sim,M,Heterossexual,22,Branca,Não possuo
8349,Sim,F,Heterossexual,24,Branca,Não possuo
6664,Não,M,Heterossexual,18,Branca,Não possuo
254,Não,F,Pansexual,21,Parda,Não possuo
5285,Sim,F,Heterossexual,22,Branca,Não possuo
9001,Sim,M,Heterossexual,26,Parda,Não possuo
4898,Não,F,Prefiro não responder,20,Não informada,Não possuo
9359,Não,F,Prefiro não responder,22,Parda,Não possuo
7948,Não,M,Heterossexual,20,Branca,Não possuo
593,Não,F,Homossexual,26,Parda,Não possuo
9024,Sim,M,Heterossexual,20,Branca,Não possuo
9765,Sim,F,Heterossexual,19,Branca,Não possuo
9389,Sim,M,Homossexual,20,Parda,Não possuo
4446,Sim,F,Heterossexual,22,Branca,Não possuo
12247,Sim,F,Bissexual,20,Parda,Não possuo
7729,Sim,F,Heterossexual,21,Branca,Não possuo
6705,Sim,F,Prefiro não responder,19,Parda,Não possuo
2033,Não,F,Heterossexual,20,Parda,Não possuo
6851,Não,F,Heterossexual,20,Branca,Não possuo
5891,Não,M,Heterossexual,20,Parda,Não possuo
8410,Não,F,Bissexual,26,Branca,Não possuo
867,Sim,M,Bissexual,28,Branca,Não possuo
350,Não,F,Heterossexual,26,Branca,Não possuo
4627,Sim,M,Heterossexual,24,Preta,Não possuo
582,Sim,M,Homossexual,22,Branca,Não possuo
4302,Sim,F,Prefiro não responder,21,Parda,Não possuo
10015,Não,F,Bissexual,21,Branca,Não possuo
4925,Não,F,Heterossexual,18,Branca,Não possuo
3508,Sim,M,Prefiro não responder,31,Parda,Não possuo
8982,Não,F,Bissexual,20,Branca,Não possuo
8754,Não,F,Heterossexual,19,Branca,Não possuo
5782,Sim,M,Homossexual,21,Preta,Não possuo
6554,Sim,M,Heterossexual,21,Branca,Não possuo
4247,Sim,M,Homossexual,21,Branca,Não possuo
3539,Não,F,Bissexual,19,Amarela,Não possuo
13352,Sim,F,Heterossexual,21,Branca,Não possuo
12990,Não,F,Heterossexual,18,Branca,Não possuo
5603,Não,M,Heterossexual,19,Branca,Não possuo
4110,Não,M,Heterossexual,23,Branca,Não possuo
10104,Sim,F,Heterossexual,20,Preta,Não possuo
11929,Sim,F,Heterossexual,19,Branca,Não possuo
9043,Não,F,Heterossexual,21,Branca,Não possuo
6005,Não,M,Heterossexual,19,Branca,Não possuo
2749,Não,M,Heterossexual,22,Branca,Não possuo
2590,Não,M,Homossexual,20,Branca,Não possuo
5623,Sim,M,Bissexual,22,Não informada,Não possuo
157,Não,F,Heterossexual,29,Branca,Não possuo
10083,Sim,F,Heterossexual,23,Parda,Não possuo
868,Não,F,Heterossexual,20,Branca,Não possuo
9651,Sim,M,Heterossexual,26,Parda,Não possuo
12980,Sim,F,Heterossexual,18,Branca,Não possuo
5857,Não,F,Bissexual,21,Branca,Não possuo
6169,Não,F,Heterossexual,19,Branca,Não possuo
4949,Não,M,Heterossexual,25,Preta,Não possuo
10922,Não,F,Heterossexual,25,Parda,Não possuo
13387,Sim,F,Bissexual,18,Branca,Não possuo
5494,Sim,M,Heterossexual,22,Branca,Não possuo
8391,Não,F,Heterossexual,21,Branca,Deficiência Visual
6849,Sim,M,Homossexual,19,Branca,Não possuo
10411,Sim,F,Heterossexual,17,Parda,Não possuo
7311,Sim,F,Heterossexual,19,Não informada,Não possuo
2877,Sim,F,Prefiro não responder,23,Branca,Não possuo
19,Sim,M,Heterossexual,35,Branca,Não possuo
2385,Sim,F,Bissexual,25,Branca,Não possuo
9726,Sim,F,Heterossexual,20,Branca,Não possuo
741,Sim,M,Heterossexual,32,Branca,Não possuo
7494,Sim,M,Heterossexual,24,Branca,Não possuo
2131,Sim,M,Heterossexual,27,Branca,Não possuo
5800,Não,M,Heterossexual,19,Parda,Não possuo
161,Não,F,Heterossexual,61,Branca,Não possuo
8141,Não,F,Heterossexual,20,Branca,Não possuo
11724,Sim,M,Bissexual,18,Branca,Não possuo
11699,Não,F,Heterossexual,20,Branca,Não possuo
4365,Não,M,Heterossexual,24,Branca,Não possuo
10642,Não,M,Prefiro não responder,34,Parda,Não possuo
3183,Não,F,Prefiro não responder,19,Branca,Não possuo
1189,Sim,M,Heterossexual,24,Parda,Não possuo
9327,Não,M,Bissexual,19,Branca,Não possuo
7191,Sim,M,Heterossexual,21,Parda,Não possuo
4728,Não,M,Homossexual,20,Branca,Não possuo
2943,Sim,F,Bissexual,23,Não informada,Não possuo
8986,Sim,F,Heterossexual,20,Branca,Não possuo
2874,Sim,M,Homossexual,24,Parda,Não possuo
1070,Não,F,Bissexual,24,Preta,Não possuo
11614,Não,F,Heterossexual,43,Parda,Não possuo
11212,Sim,F,Heterossexual,18,Parda,Não possuo
2663,Sim,F,Prefiro não responder,24,Preta,Não possuo
16467,Sim,F,Pansexual,27,Branca,Não possuo
1859,Sim,M,Heterossexual,25,Não informada,Não possuo
8542,Não,M,Heterossexual,18,Branca,Não possuo
17383,Sim,F,Pansexual,19,Preta,Outro
9227,Não,M,Pansexual,18,Amarela,Não possuo
10500,Sim,M,Heterossexual,21,Preta,Não possuo
12362,Sim,M,Bissexual,22,Preta,Não possuo
7374,Sim,M,Heterossexual,19,Parda,Não possuo
4501,Sim,F,Heterossexual,21,Branca,Não possuo
5296,Sim,M,Homossexual,33,Preta,Não possuo
4843,Não,M,Bissexual,24,Branca,Não possuo
234,Sim,F,Pansexual,23,Amarela,Não possuo
7271,Sim,F,Pansexual,22,Não informada,Não possuo
4759,Não,M,Heterossexual,20,Branca,Não possuo
12923,Sim,M,Heterossexual,22,Branca,Não possuo
9129,Não,F,Heterossexual,21,Branca,Não possuo
8948,Sim,F,Heterossexual,19,Branca,Não possuo
9440,Sim,F,Heterossexual,45,Preta,Não possuo
5408,Sim,F,Heterossexual,20,Branca,Não possuo
5817,Sim,M,Homossexual,20,Branca,Não possuo
3223,Sim,F,Heterossexual,22,Branca,Não possuo
7322,Não,F,Bissexual,20,Branca,Não possuo
2401,Sim,F,Heterossexual,23,Parda,Não possuo
104,Sim,M,Heterossexual,38,Branca,Não possuo
8666,Sim,F,Heterossexual,23,Branca,Não possuo
2628,Sim,M,Heterossexual,25,Parda,Não possuo
11661,Não,F,Heterossexual,23,Branca,Não possuo
9617,Sim,F,Heterossexual,20,Parda,Não possuo
12591,Sim,M,Homossexual,20,Preta,Não possuo
13391,Sim,F,Heterossexual,22,Parda,Não possuo
7869,Sim,F,Bissexual,20,Branca,Não possuo
14346,Sim,M,Heterossexual,26,Branca,Não possuo
9584,Sim,M,Bissexual,19,Preta,Não possuo
6986,Sim,M,Heterossexual,19,Parda,Não possuo
11160,Não,M,Heterossexual,22,Parda,Não possuo
10684,Não,F,Heterossexual,22,Branca,Não possuo
3863,Sim,F,Heterossexual,23,Branca,Não possuo
269,Não,M,Heterossexual,18,Branca,Não possuo
12918,Sim,F,Heterossexual,19,Branca,Não possuo
8979,Não,F,Heterossexual,26,Amarela,Não possuo
2683,Não,F,Heterossexual,18,Branca,Não possuo
3299,Sim,F,Bissexual,25,Branca,Não possuo
11040,Sim,F,Heterossexual,18,Preta,Não possuo
6023,Sim,M,Heterossexual,20,Branca,Não possuo
12211,Sim,F,Bissexual,21,Branca,Não possuo
8426,Sim,M,Homossexual,38,Preta,Não possuo
325,Não,F,Heterossexual,24,Branca,Não possuo
4222,Sim,F,Heterossexual,20,Parda,Não possuo
9786,Não,M,Bissexual,20,Parda,Outro
17049,Sim,F,Bissexual,19,Parda,Não possuo
4651,Não,F,Heterossexual,20,Branca,Não possuo
3139,Não,F,Bissexual,24,Branca,Não possuo
7124,Não,M,Heterossexual,23,Branca,Não possuo
12853,Sim,F,Heterossexual,19,Preta,Não possuo
9818,Sim,F,Heterossexual,19,Branca,Não possuo
13740,Sim,F,Bissexual,22,Não informada,Não possuo
4005,Sim,F,Heterossexual,20,Branca,Não possuo
7624,Sim,M,Heterossexual,24,Branca,Não possuo
8625,Sim,M,Bissexual,18,Parda,Não possuo
